Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
4,1252,1,4442764,Q145,DOE,65,92.8,4,43,114.4,5.3
4,1260,1,4028931,Q230,DOE,22,175.6,5.6,35,183.2,6.1
4,1281,38,4029691,Q885,DOE,42,160.1,4.7,37,154.1,4.6
4,1288,1,4029892,"Q069 within (Q069, Q869)",DOE,58,141.4,4.6,35,172.5,5.9
4,1349,28,4031853,Q012,DOE,48,125.4,5.2,25,156.5,6.8
4,1377,16,4437125,Q329,DOE,Not Available,Not Available,Not Available,67,138.5,5.1
4,1419,1,4034841,Q148,DOE,81,98.2,3.8,79,100.6,4.1
4,1423,1,4034891,Q227,DOE,66,84.2,3.5,83,97.1,3.5
4,1423,57,4034892,Q228,DOE,66,130,3.8,77,120.8,4
4,1441,15,4035441,Q149,DOE,81,115.3,4.1,82,112.4,4.2
4,1443,19,4437128,Q212,DOE,53,149.9,4.7,51,151.9,5
4,1454,18,4035799,Q280,DOE,Not Available,Not Available,0,86,117,5.6
4,1460,34,4035854,Q222,DOE,63,136.3,4.3,69,128,4.6
4,1514,1,4037370,Q089,DOE,21,203.8,7.1,61,100,3.7
4,1538,75,4467710,Q007,DOE,40,157.3,5,30,166.5,5.8
4,1571,36,4039316,Q322,DOE,61,130.8,4.5,56,127.2,4.6
4,1600,61,4437166,Q744,DOE,21,210.6,5.7,7,236.9,7.3
4,1607,1,4437176,"Q019 within (Q019, Q914, Q819)",DOE,74,124.3,4.4,95,82.4,3
4,1607,1,4437176,"Q819 within (Q019, Q914, Q819)",DOE,74,124.3,4.4,95,82.4,3
4,1608,58,4040271,Q260,DOE,6,254.3,7.4,4,257,7.7
4,1714,18,4042496,"Q292 within (Q292, Q997)",DOE,39,163,4.9,65,146,4.8
4,1725,1,4540018,Q287,DOE,Not Available,Not Available,Not Available,24,199.1,6.3
4,1756,25,4043827,"Q143 within (Q143, Q937)",DOE,89,106,4,82,121.8,4.8
4,1756,25,4043827,Q843,DOE,28,169.3,4.4,12,203.8,5.4
4,1761,35,4043936,Q908,DOE,Not Available,Not Available,Not Available,66,137.4,5.5
4,1849,1,4045629,Q455,DOE,90,94.2,3.7,92,97,4.2
4,1873,50,4462647,Q722,DOE,44,155.4,4.7,49,135.7,4.6
4,1891,32,4046834,Q061,DOE,54,122.3,4.9,82,102,4.5
4,1901,40,4437297,Q013,DOE,95,76.1,2.6,24,152.6,5.1
4,1954,37,4437311,Q014,DOE,44,105.2,3.7,48,110.6,4.4
4,1963,5,4048306,Q456,DOE,68,158.4,4.9,88,117,3.4
4,1985,1,4048820,Q721,DOE,38,122,4,93,97.6,3.4
4,2003,23,4529578,Q028,DOE,35,174.9,5.8,59,149.7,5.1
4,2083,123,4050414,"Q206 within (Q206, Q956)",DOE,66,116.2,5.6,71,132.3,6.6
4,2126,14,4442846,Q157,DOE,86,103.8,5.1,90,95.8,3.7
4,2128,14,4051200,Q175,DOE,9,115.8,5.9,74,99,5.3
4,2143,1,4051290,Q220,DOE,27,132.1,6,83,99.3,4.8
4,2189,2,4052143,"Q440 within (Q440, Q441)",DOE,78,126.3,6.7,76,123.6,6.8
4,2218,21,4052265,Q003,DOE,54,172.2,6.3,52,175.4,6.8
4,2248,100,4052713,Q196,DOE,74,131.1,6.1,43,146.2,6.4
4,2284,6,4052874,"Q125 within (Q125, Q825, Q947)",DOE,40,114.5,4.1,45,110.3,4.1
4,2284,6,4052874,"Q825 within (Q125, Q825, Q947)",DOE,40,114.5,4.1,45,110.3,4.1
4,2423,1,4440274,Q229,DOE,43,135.2,5.2,39,149.3,6.1
4,2450,17,4454423,Q005,DOE,9,205.8,6.4,31,195.1,6.6
4,2451,21,4056455,Q877,DOE,53,188.8,6.1,71,183.4,6.2
4,2503,31,4058611,"Q073 within (Q073, Q873)",DOE,23,107.3,4.8,59,94.9,4.8
4,2503,31,4058611,"Q873 within (Q073, Q873)",DOE,23,107.3,4.8,59,94.9,4.8
4,2631,106,4059130,Q009,DOE,96,90.6,3.2,97,84.1,3.2
4,2732,18,4060987,Q153,DOE,74,115,4,72,117.5,4.7
4,2802,94,4062861,Q058,DOE,66,126.1,4,66,124.4,4.2
4,2803,1,4062864,Q585,DOE,Not Available,Not Available,Not Available,16,193.9,5.9
4,2864,36,4064938,Q269,DOE,84,46.5,2.4,63,100.8,3.9
4,2879,31,4437597,Q102,DOE,4,228.8,7.1,28,156.7,5
4,2990,45,4069253,Q049,DOE,15,220,7.2,20,232.1,7.8
4,3025,38,4070411,Q878,DOE,100,26.4,1.3,100,44.9,2.3
4,3027,37,4070445,Q247,DOE,1,412,12.7,9,273.8,8.2
4,3095,50,4072457,Q139,DOE,65,118.5,4.3,74,108.1,4.4
4,3134,24,4073904,"Q174 within (Q174, Q935)",DOE,54,77,3.6,85,88.6,4.6
4,3172,2,4075214,Q190,DOE,73,72.5,3.1,66,82.5,4.4
4,3212,1,4076870,Q144,DOE,55,117.2,4.9,70,101.5,5
4,3270,1,4078312,Q101,DOE,79,128.4,5,76,133.7,5.8
4,3354,39,4437660,Q866,DOE,47,153,4.7,24,195.2,6.7
4,3360,1,4080168,Q099,DOE,16,166.5,8.2,9,196.4,10.9
4,3363,1,4080227,"Q485 within (Q485, Q487)",DOE,85,93.2,3.6,91,107.1,4.7
4,3365,27,4080234,Q290,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,2.6
4,3428,15,4081817,Q245,DOE,7,354,10.5,2,351,10.1
4,3434,1,4081987,Q848,DOE,92,48.8,1.8,92,71.4,3.2
4,3437,1,4082076,"Q081 within (Q081, Q917)",DOE,90,89.8,3.4,89,92.1,3.7
4,3490,1,4083511,Q093,DOE,96,98.9,3.8,93,113.4,5.3
4,3492,7,4083519,Q071,DOE,90,83.8,3.5,86,91.7,3.9
4,3534,12,4085173,Q088,DOE,12,258.1,8.6,45,125.3,4.6
4,3549,44,4085584,Q075,DOE,91,95.8,4.2,80,116.2,5.7
4,3560,4,4085866,Q876,DOE,6,216,7.4,38,172.4,6.1
4,3561,1,4435561,Q239,DOE,48,142,4.4,52,135.5,4.4
4,3563,23,4085922,Q849,DOE,6,116.5,3.7,49,119.9,4.4
4,3579,1,4437837,Q068,DOE,55,147.4,5,49,155.5,5.2
4,3683,1,4089566,Q091,DOE,71,111.2,4.8,72,108.5,4.9
4,3782,27,4091737,Q087,DOE,91,93.9,3.3,48,149.5,5.2
4,3812,20,4092660,Q119,DOE,92,95.6,3.8,92,95.8,3.8
4,3846,40,4094055,Q113,DOE,5,208.6,6.5,47,195.4,6.3
4,3886,800,4447233,Q686,DOE,Not Available,Not Available,2,8,257.8,8.1
4,3976,1,4096774,"Q129 within (Q129, Q924)",DOE,68,111,4,76,100,3.8
4,4229,14,4099925,"Q029 within (Q029, Q952)",DOE,64,123.2,5.5,37,135.8,5.6
4,4229,14,4099925,"Q952 within (Q029, Q952)",DOE,64,123.2,5.5,37,135.8,5.6
4,4370,50,4100749,Q859,DOE,78,171.9,4.7,78,169.5,4.7
4,4371,173,4462993,Q242,DOE,56,166.7,5.1,65,152,5.3
4,4413,20,4100846,Q214,DOE,27,113.4,5.7,52,125.7,7.1
4,4538,1,4103056,"Q193 within (Q193, Q967)",DOE,71,76.8,3.9,79,96.7,5.3
4,4647,1,4105232,"Q079 within (Q079, Q766)",DOE,58,102.3,4.8,62,102.5,4.8
4,4729,1,4107342,Q194,DOE,65,81.4,3.7,80,76.1,4.1
4,4802,1,4108664,Q185,DOE,49,77.8,3.7,73,95.8,4.8
4,4803,1,4108665,Q021,DOE,53,105,4.4,36,122.3,5
4,4956,55,4112106,Q023,DOE,92,141.1,4.8,86,151,5.5
4,5002,1,4113172,Q460,DOE,78,114.4,5.4,82,119.4,6.3
4,5047,1,4114657,Q020,DOE,73,126.1,4.3,47,140.2,5.4
4,5051,27,4114763,Q189,DOE,84,105.3,4.8,81,100.1,4.9
4,5137,43,4541682,Q244,DOE,3,319.4,9,1,388,11.7
4,5147,1,4116436,Q237,DOE,31,75,3.5,77,102.6,5.2
4,5201,21,4117403,"Q024 within (Q024, Q936)",DOE,75,129.2,5,68,137.5,6.1
4,5256,1,4118954,"Q032 within (Q032, Q922)",DOE,70,101.4,5.4,77,94.1,5.1
4,5261,1,4119139,Q025,DOE,46,146.5,6.7,35,146.5,7.3
4,5328,1,4438184,"Q022 within (Q022, Q959)",DOE,86,101.5,4.4,86,101.3,4.9
4,5446,18,4123454,Q107,DOE,65,111.7,5.2,60,118,6
4,5674,2,4128231,"Q177 within (Q177, Q979)",DOE,14,191.4,7.9,22,207.2,9.5
4,5674,2,4128231,"Q979 within (Q177, Q979)",DOE,14,191.4,7.9,22,207.2,9.5
4,5734,1,4128717,Q209,DOE,92,77.2,3.4,88,88,4.4
4,5756,1,4129072,Q184,DOE,61,102.3,4.7,89,100.4,5.5
4,5865,50,4131147,Q169,DOE,13,114.5,5.6,48,112.3,5.9
4,6038,13,4134525,Q159,DOE,50,94.6,4,73,99.3,4.4
4,6044,1,4134578,"Q405 within (Q405, Q761)",DOE,100,71.2,3.2,100,81.6,3.9
4,6121,1,4135975,"Q041 within (Q041, Q728)",DOE,54,123.3,5.1,62,115.5,5.2
4,6185,1,4438249,Q809,DOE,29,152.2,6.4,43,165.4,7
4,6203,1,4137034,Q130,DOE,41,126.9,5.5,40,128.3,5.7
4,6373,1,4139491,Q120,DOE,43,121.1,4.4,34,132.2,4.8
4,6507,1,4448708,Q219,DOE,38,121.1,5.4,39,125.3,6.1
4,6507,1,4439900,"Q425 within (Q425, Q426, Q951)",DOE,87,112.3,4.8,62,139,6
4,6507,1,4439900,"Q426 within (Q425, Q426, Q951)",DOE,87,112.3,4.8,62,139,6
4,6507,150,4467571,Q499,DOE,27,160.6,5,44,158,5
4,6507,200,4538714,Q515,DOE,100,29,1.6,58,145.2,4.8
4,6606,2,4142980,Q164,DOE,35,94.9,4.6,81,102,5.6
4,6629,35,4438284,Q792,DOE,88,91.9,4,93,94.1,4.6
4,6697,12,4144881,Q165,DOE,71,121.8,5.8,59,140.8,7.2
4,6726,70,4146042,"Q163 within (Q163, Q968)",DOE,94,58.2,2.8,74,108.3,4.4
4,6789,1,4146990,Q200,DOE,39,127.6,6.8,59,137.9,7.8
4,6792,100,4146992,Q201,DOE,57,79.6,4.1,81,82.4,4.3
4,6809,56,4147452,Q707,DOE,8,145.6,5.2,57,143.7,5.2
4,6826,1,4147847,Q168,DOE,73,131.4,6.6,96,78,2.6
4,6834,1,4148003,Q154,DOE,71,105.4,3.9,58,119.7,4.7
4,6858,1,4442432,Q695,DOE,Not Available,Not Available,2,3,271.6,8.5
4,6882,1,4148763,"Q430 within (Q430, Q966)",DOE,82,98,4.2,88,107.7,5.2
4,6903,1,4149078,Q216,DOE,96,74.9,3.5,95,80.3,4.2
4,6927,22,4149690,"Q173 within (Q173, Q723)",DOE,42,97,4.6,45,122.7,7
4,6927,22,4149690,"Q723 within (Q173, Q723)",DOE,42,97,4.6,45,122.7,7
4,7117,421,4153296,Q026,DOE,70,93.5,4.8,44,108,6.1
4,7128,10,4153407,Q179,DOE,94,46.6,2.1,99,50.4,2.4
4,7277,1,4156558,Q178,DOE,3,168,7.7,90,106.3,4.2
4,7312,1,4438325,Q158,DOE,58,68.7,3.4,83,79.3,4.3
4,7316,18,4156949,Q031,DOE,2,161.5,7.8,37,134.5,7.2
4,7410,1,4159363,Q162,DOE,24,71.6,3.4,72,65.9,3.1
4,7482,317,4161005,Q203,DOE,82,89.7,4.5,90,96.3,5.1
4,7529,1,4161735,"Q415 within (Q415, Q416, Q943)",DOE,86,107.2,5.2,76,120.2,6.3
4,7619,1,4162449,Q046,DOE,81,121.6,6.3,88,108.4,5.4
4,7677,1,4163698,Q213,DOE,35,82.8,4,89,78.5,4.1
4,7723,1,4163953,Q074,DOE,86,108.6,4.9,87,105.7,5.3
4,7753,1,4164007,Q205,DOE,23,82,4.7,83,83.5,5
4,7774,165,4164350,Q188,DOE,32,103.1,4,82,93.7,3.8
4,7870,70,4529898,Q208,DOE,1,304.5,9.2,13,240.7,8.1
4,7870,72,4529899,Q566,DOE,46,142.1,4.4,64,127.5,4.2
4,7870,74,4529900,Q266,DOE,26,123.3,3.6,12,251.1,7.7
4,7930,2,4166101,Q435,DOE,95,71,3.5,100,64.4,3.4
4,7955,2,4166561,Q018,DOE,95,75.5,3.8,89,88.9,4.7
4,8082,285,4168629,Q098,DOE,89,107.6,4.1,76,129.9,5.8
4,8135,29,4169468,Q094,DOE,63,121.6,5,53,133.9,5.5
4,8221,12,4170797,Q067,DOE,92,71.6,3.4,90,75.3,3.8
4,8276,620,4171759,Q221,DOE,81,70.5,3.3,65,86.2,4.7
4,8361,1,4173060,Q811,DOE,22,153.1,7.6,37,158.3,8
4,8401,375,4173640,Q186,DOE,24,122,6,48,148.8,8.5
4,8616,1,4175739,Q133,DOE,74,78.7,3.4,75,78.7,3.3
4,8717,1,4178127,Q115,DOE,86,87.6,4.7,82,93.3,5
4,8731,4,4178464,Q172,DOE,35,82.6,3.6,79,93.6,4.7
4,8801,14,4180083,Q191,DOE,95,80.9,5.3,89,96.1,6.4
4,8855,20,4181565,Q097,DOE,90,97.5,3.5,85,108.5,4.2
4,8929,58,4184144,"Q060 within (Q060, Q860)",DOE,94,96.9,3.2,96,86.2,3.5
4,8929,58,4184144,"Q860 within (Q060, Q860)",DOE,94,96.9,3.2,96,86.2,3.5
4,8975,1,4518705,Q262,DOE,52,277.5,7.8,1,329,9.5
4,9053,14,4188214,Q064,DOE,81,122.4,5.9,80,123.7,6.5
4,9064,31,4541381,Q316,DOE,Not Available,Not Available,Not Available,Not Available,Not Available,1.7
4,9067,1,4188567,Q210,DOE,61,91.8,4,61,107,4.9
4,9121,11,4438525,Q884,DOE,58,143.3,4.2,48,155,4.8
4,9155,25,4190727,Q063,DOE,63,127.4,4.8,71,116.7,4.6
4,9172,1,4467457,Q137,DOE,41,145.8,4.5,36,150,5.2
4,9177,23,4191296,Q254,DOE,20,181.9,6,30,163,5.8
4,9183,1,4191497,"Q066 within (Q066, Q989)",DOE,86,111.8,3.9,90,102.3,3.9
4,9204,28,4192167,Q090,DOE,74,79.4,2.8,72,99.6,4.1
4,9226,57,4192689,"Q056 within (Q056, Q995)",DOE,82,120.8,4.3,71,138.4,6.2
4,9280,1,4193916,"Q054 within (Q054, Q864)",DOE,82,102.8,3.7,80,106.3,4.7
4,9280,1,4193916,"Q864 within (Q054, Q864)",DOE,82,102.8,3.7,80,106.3,4.7
4,9288,101,4864381,Q273,DOE,Not Available,Not Available,Not Available,21,219.7,6.4
4,9321,1,4195688,"Q475 within (Q475, Q944)",DOE,61,151.5,8.2,70,139,7.2
4,9321,1,4195688,"Q944 within (Q475, Q944)",DOE,61,151.5,8.2,70,139,7.2
4,9327,26,4449704,Q051,DOE,60,163.9,5.2,89,111.5,4.4
4,9381,44,4438609,Q650,DOE,22,209.2,6.1,31,192.1,5.6
4,9410,1,4197909,Q062,DOE,77,103.9,3.6,77,104.5,4.2
4,9435,16,4441342,Q636,DOE,Not Available,Not Available,Not Available,40,137.9,4.9
4,9477,1,4200233,"Q055 within (Q055, Q865, Q953)",DOE,75,121.6,4.5,32,181.1,7.4
4,9477,1,4200233,"Q865 within (Q055, Q865, Q953)",DOE,75,121.6,4.5,32,181.1,7.4
4,9491,1,4200748,Q161,DOE,51,139.9,4.1,47,154.1,5.1
4,9540,2,4202849,"Q480 within (Q480, Q481, Q726)",DOE,91,99.3,4.6,89,117.7,6.2
4,9677,7,4206784,Q732,DOE,72,152.2,4.3,74,159.8,4.9
4,9677,16,4206785,Q733,DOE,12,210.9,6.1,10,205.8,6.1
4,9679,67,4448758,Q882,DOE,72,71.9,1.9,44,96,4.8
4,9679,67,4448758,Q883,DOE,96,42.4,1.4,87,88.1,5
4,9684,8,4206905,Q082,DOE,51,142.5,5.4,57,134,5.1
4,9707,48,4207510,Q680,DOE,80,86.8,2.5,73,88.8,2.7
4,9723,150,4208040,Q117,DOE,62,113.8,4.4,61,102.9,4.6
4,9724,173,4208124,"Q217 within (Q217, Q994)",DOE,86,102.4,4.8,96,108.3,5.3
4,9724,173,4208124,"Q994 within (Q217, Q994)",DOE,86,102.4,4.8,96,108.3,5.3
4,9763,23,4865310,Q277,DOE,Not Available,Not Available,Not Available,30,180.7,6
4,9768,22,4209031,"Q595 within (Q595, Q969)",DOE,25,116.7,4.5,77,111.4,3.9
4,9774,1,4438678,"Q086 within (Q505, Q086, Q506)",DOE,98,78.1,3.7,98,92.8,4.5
4,9774,1,4448767,"Q505 within (Q505, Q086, Q506)",DOE,98,78.1,3.7,98,92.8,4.5
4,9858,100,4448806,Q470,DOE,78,113,6.3,94,106.8,4.2
4,9867,2,4211027,Q620,DOE,95,78.2,3.7,94,89.1,4.4
4,9875,1,4211112,"Q131 within (Q131, Q911)",DOE,Not Available,Not Available,Not Available,31,137.7,5.8
4,9914,1,4446042,"Q095 within (Q095, Q910)",DOE,86,108.2,4.1,91,98.1,4
4,9919,6,4212425,Q238,DOE,24,79.3,3.2,66,89.7,4.2
4,10024,12,4214461,"Q050 within (Q050, Q850)",DOE,68,154.4,5.7,68,154.8,6
4,10024,12,4214461,"Q850 within (Q050, Q850)",DOE,68,154.4,5.7,68,154.8,6
4,10141,43,4216040,Q814,DOE,100,22.2,0.6,98,58.5,3.2
4,10144,42,4216099,Q048,DOE,56,175.9,6.6,84,126.8,5.7
4,10144,47,4864928,Q276,DOE,Not Available,Not Available,Not Available,44,196.6,6.4
4,10178,1,4216655,Q008,DOE,32,121.3,5.3,38,119.5,5.9
4,10215,1,4217573,Q268,DOE,18,188,5.7,52,170.3,5.8
4,10250,1,4218416,"Q116 within (Q116, Q930)",DOE,71,114.9,4.4,69,117.4,4.9
4,10447,7,4222137,"Q035 within (Q035, Q929)",DOE,72,120.9,4.3,72,119.4,4.6
4,10582,16,4225816,Q135,DOE,48,135.7,4.8,40,141.1,5.3
4,10626,1,4226839,Q109,DOE,87,98.2,3.9,83,105.1,4.6
4,10756,1,4230589,"Q033 within (Q033, Q931)",DOE,73,100.8,4,52,124.1,5.3
4,10813,5,4231378,Q263,DOE,3,300.4,8.2,3,283.1,8.3
4,10906,1,4440330,"Q134 within (Q134, Q835)",DOE,46,141.8,5,43,146.7,6
4,10906,1,4438829,"Q835 within (Q134, Q835)",DOE,46,141.8,5,43,146.7,6
4,10926,50,4233850,Q118,DOE,56,141.2,5.3,67,126.5,5.3
4,10944,301,4234318,Q192,DOE,70,84.4,3.2,73,97.7,4.3
4,11018,21,4236757,Q136,DOE,74,100.2,4.1,67,108.4,4.5
4,11018,21,4236757,Q822,DOE,78,143.5,3.7,59,175,4.6
4,11049,1,4238003,"Q490 within (Q490, Q491)",DOE,94,90.3,3.6,91,106,4.5
4,11151,81,4240503,"Q034 within (Q034, Q834)",DOE,54,122.8,4.5,51,126.7,5.2
4,11151,81,4240503,"Q834 within (Q034, Q834)",DOE,54,122.8,4.5,51,126.7,5.2
4,11300,1,4243743,Q147,DOE,95,83.9,2.6,75,120.6,4.8
4,11300,1,4243743,Q851,DOE,23,211.8,5.5,18,288.4,7.6
4,11403,1,4245993,Q202,DOE,87,80.6,3.8,96,85.8,4.4
4,11445,1,4247454,"Q232 within (Q232, Q983)",DOE,93,77.3,3.7,94,79.1,4.2
4,11475,11,4247572,Q108,DOE,53,125.6,4.4,51,127.1,4.8
4,11607,1,4249769,"Q121 within (Q121, Q915)",DOE,75,123.1,5.7,87,102.1,4
4,11623,1,4250416,Q100,DOE,75,112,3.9,55,139.5,5.7
4,11673,1,4252357,"Q155 within (Q155, Q976)",DOE,86,94.9,5,84,98.3,5.3
4,11694,27,4253028,"Q096 within (Q096, Q986)",DOE,91,112.8,4.8,93,105.2,4.6
4,11714,100,4253607,"Q226 within (Q226, Q923)",DOE,51,139,5,70,118,4.7
4,11882,1,4257530,Q124,DOE,45,191.1,8.2,53,177.4,7.8
4,11942,302,4258143,"Q160 within (Q160, Q958)",DOE,71,112.4,5.5,62,123.7,6.3
4,11972,70,4259200,"Q142 within (Q142, Q875)",DOE,49,132,4.9,61,140.4,5.6
4,11972,70,4259200,"Q875 within (Q142, Q875)",DOE,49,132,4.9,61,140.4,5.6
4,12019,10,4260828,"Q123 within (Q123, Q965)",DOE,63,106.4,3.9,91,78.9,3.6
4,12033,10,4261207,Q781,DOE,68,137.9,5.3,84,126.2,5
4,12051,1,4440628,Q223,DOE,9,141.3,6.1,64,150.5,7.3
4,12104,1,4262725,Q045,DOE,92,91.9,3.6,92,92.8,4.1
4,12151,1,4263341,"Q040 within (Q040, Q988)",DOE,64,125.4,5.1,63,127.4,5.7
4,12261,1,4265978,Q400,DOE,90,94.8,5.2,76,121.3,6.9
4,12335,49,4464077,Q690,DOE,13,193.4,5.8,6,207.9,6.8
4,12341,31,4267260,"Q140 within (Q140, Q954)",DOE,61,131,4.9,64,127.6,5.5
4,12393,1,4268543,Q633,DOE,Not Available,Not Available,Not Available,24,171.6,5.7
4,12439,32,4268900,"Q036 within (Q036, Q836)",DOE,17,191.5,8.8,38,154.5,6.9
4,12495,65,4270045,"Q030 within (Q030, Q962)",DOE,92,105.6,5,96,92.6,4.6
4,12495,166,4270056,Q080,DOE,78,99.5,4.6,88,96.9,4.8
4,12495,270,4270059,Q072,DOE,71,109.1,4.9,89,84.2,3.7
4,12672,1,4273142,Q015,DOE,40,185.9,6.9,59,155.3,6
4,12723,76,4274083,Q059,DOE,96,63.1,2.2,85,77.1,3.3
4,12820,1,4276382,"Q176 within (Q176, Q992)",DOE,28,112.1,5,48,122.9,6
4,12927,28,4278380,"Q132 within (Q132, Q996)",DOE,77,125.6,4.4,85,111,4.8
4,12973,1,4529511,Q270,DOE,44,165.4,5.1,42,173.6,6
4,12993,118,4279864,Q037,DOE,26,144.1,6.6,22,150.4,8.3
4,13057,56,4280845,"Q420 within (Q420, Q421)",DOE,81,104.9,5.3,91,102,5.2
4,13170,12,4283015,"Q156 within (Q156, Q957)",DOE,65,139.5,5.6,58,149,6
4,13222,1,4284236,"Q038 within (Q038, Q946)",DOE,62,141.6,5.1,62,141,5.8
4,13331,1,4285682,"Q231 within (Q231, Q251)",DOE,71,82.5,3.2,78,87.5,3.6
4,13331,1,4285682,"Q251 within (Q231, Q251)",DOE,71,82.5,3.2,78,87.5,3.6
4,13353,20,4285972,"Q052 within (Q052, Q960)",DOE,85,128,4.7,77,142.8,5.9
4,13578,1,4288640,Q138,DOE,37,161.3,6.4,40,156.8,6.6
4,13640,1,4289717,Q374 (Leased),DOE,Not Available,Not Available,Not Available,Not Available,Not Available,0.4
4,13655,1,4290116,Q195,DOE,80,107.7,4.6,50,136.8,6.8
4,13718,1,4291453,Q181,DOE,78,99.5,4.2,85,97.5,4.9
4,14009,60,4293311,Q207,DOE,83,81.9,4.4,93,73.4,3.9
4,14168,16,4295163,"Q146 within (Q146, Q987)",DOE,70,135.4,5.2,93,91.4,3.5
4,15541,1,4297972,Q253,DOE,36,177.8,5.3,30,186.8,6
4,15557,25,4298234,Q053,DOE,27,130.5,5.8,21,139.7,6.5
4,15597,1,4298856,Q197,DOE,77,92.7,4.2,56,115.3,6.5
4,15693,1,4442313,Q104,DOE,82,109.8,5.8,65,133,7.7
4,15736,1,4300730,"Q465 within (Q465, Q466)",DOE,71,118.6,4.7,94,107.9,4.6
4,15772,31,4301194,Q215,DOE,73,90.9,4.9,68,100.8,5.6
4,15819,148,4531136,Q907,DOE,70,107.7,3.9,17,194,9.8
4,15820,1,4467711,"Q043 within (Q043, Q920)",DOE,14,197.7,6.7,36,173.3,7.3
4,15861,35,4441244,"Q106 within (Q106, Q727, Q806)",DOE,50,202.1,6.7,78,151.3,5.5
4,15861,35,4441244,"Q806 within (Q106, Q727, Q806)",DOE,50,202.1,6.7,78,151.3,5.5
4,15894,11,4301929,Q198,DOE,61,100.2,5.4,79,107.2,5.6
4,15974,3,4302397,Q105,DOE,92,104.6,4.6,91,106.1,5
4,16039,14,4302817,Q042,DOE,78,96,4.8,60,97.3,4.2
4,16112,1,4303354,Q183,DOE,60,121.7,6,71,112.6,5.5
4,16159,12,4303722,Q180,DOE,87,92,4.3,67,114.5,4.9
4,16167,99,4303773,"Q410 within (Q410, Q411)",DOE,68,122.6,4.6,95,103.6,5.3
4,16181,1,4303853,Q225,DOE,49,116.3,5.9,34,144,7.9
4,16257,1,4305615,Q114,DOE,93,123.5,4.8,90,137.3,7.6
4,16258,6,4305631,Q816,DOE,61,126.8,6.2,62,125.4,7.2
4,99999,9999,4000000,Q802 (closed),DOE,Not Available,Not Available,0,Not Available,Not Available,0
5,14,32,5000126,R059,DOE,Not Available,Not Available,Not Available,69,134.8,4.5
5,16,7,5000161,R801,DOE,47,112.4,4.4,88,105.8,4.1
5,18,6,5000290,R831,DOE,34,115.8,4.7,54,140.7,6.2
5,18,15,5000291,R016,DOE,83,84.7,3.5,88,86.5,4.3
5,19,4,5000314,R600,DOE,89,81.6,3,93,84,3.3
5,22,1,5106483,"R450 within (R450, R451, R814)",DOE,32,155.2,8.3,67,162.4,8.7
5,49,182,5001150,R031,DOE,70,94.9,4.4,44,109.8,5.7
5,73,64,5001823,"R040 within (R040, R973)",DOE,46,144.8,4.8,73,162.8,6.1
5,73,64,5001823,"R973 within (R040, R973)",DOE,46,144.8,4.8,73,162.8,6.1
5,100,100,5002227,R061,DOE,29,77.7,4.1,67,76.3,4
5,176,10,5004877,R018,DOE,84,95,3.6,74,109.4,4
5,227,24,5006175,"R019 within (R019, R817)",DOE,86,80,2.6,30,202.8,9
5,276,7,5007417,R045,DOE,43,93.8,3.5,69,116.2,4.7
5,308,1,5008403,R027,DOE,93,60.6,3.1,87,70.1,4
5,331,1,5009028,R029,DOE,87,96,4.3,76,118.8,5.9
5,423,9,5113069,R030,DOE,72,103.3,3.9,78,111.1,4.7
5,506,81,5013382,R829,DOE,1,338.4,10,9,244,8
5,534,75,5013955,R722,DOE,72,113.2,3.6,69,125.4,5.5
5,545,110,5014176,R014,DOE,29,112.4,4.1,85,106.9,4.1
5,556,80,5014184,R049,DOE,87,76.7,3.8,96,75,3.9
5,610,127,5015603,R035,DOE,42,119.5,5.7,80,128.9,6.2
5,683,1,5113169,"R080 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R880 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R881 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R883 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R884 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R885 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R886 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,683,1,5113169,"R887 within (R880, R080, R881, R883, R884, R885, R886, R887)",DOE,23,227,8.2,25,207.7,7.6
5,955,1,5146639,"R460 within (R460, R461)",DOE,91,95.9,4.9,94,94,5
5,1020,1,5106979,R020,DOE,8,190.3,8.3,34,204.8,9.5
5,1121,1,5026076,"R445 within (R445, R815)",DOE,44,145.6,5.4,83,120.2,4.9
5,1135,1,5026335,R021,DOE,72,119.2,4.1,93,109.9,3.9
